License Type,License Number,Business County,Business Name,Business Address Line1,Business Address Line2,Business City State Zip,Business Telephone,License Expiration Date,Owner Name,Mailing Address Line1,Mailing Address Line2,Mailing Address City State Zip,Mailing Address County,Owner Telephone,License Subtype,Continuing Education Flag,Longitude,Latitude
Full Service Establishment,641823,HOPKINS,JANEEN'S COUNTRY COTTAGE,630 N DAVIS STREET,,SULPHUR SPRINGS TX 75482,9038858123,08/31/2027,JANEEN'S COUNTRY COTTAGE,630 DAVIS ST N,,SULPHUR SPRINGS TX 75482-0032,HOPKINS,9038858123,CS,Y,-95.602099,33.143849
Full Service Establishment,641828,DALLAS,AGUSTINO'S XXI,9709 BROCKBANK DRIVE,,DALLAS TX 75220,9728159626,02/28/2028,AGUSTINO'S XXI,9709 BROCKBANK DR,,DALLAS TX 75220-2926,DALLAS,9728159626,CS,Y,-96.87599,32.86724
Full Service Establishment,641901,CALHOUN,LUANNE'S,319 N HWY 35,,PORT LAVACA TX 77979,3615525392,08/31/2027,LUANNE'S,PO BOX 294,535 W MAIN ST,PORT LAVACA TX 77979-0294,CALHOUN,3615525392,CS,Y,-96.620007,28.635926
Full Service Establishment,641980,HARRIS,UNIQUE HEAD QUARTERS,6817 A HOMESTEAD ROAD,,HOUSTON TX 77028,7136334923,02/27/2026,UNIQUE HEAD QUARTERS,7415 BANYAN ST,,HOUSTON TX 77028-3915,HARRIS,7136334923,CS,Y,-95.30267,29.82073
Full Service Establishment,641996,NUECES,DEE'S,4303 B AVALON,,CORPUS CHRISTI TX 78412,3619926637,08/31/2025,DEE'S,4303 AVALON ST STE B,,CORPUS CHRISTI TX 78412-2929,NUECES,3619926637,CS,Y,-97.372382,27.729449
Full Service Establishment,642037,DALLAS,SUPERCUTS TX775,6701 HILLCREST,,DALLAS TX 75205,3462258399,12/11/2027,SUPERCUTS TX775,6701 HILLCREST AVE APT 2306,,DALLAS TX 75205-1304,DALLAS,3462258399,CS,Y,-96.787091,32.847753
Full Service Establishment,642108,BEXAR,SHIRL'S CURL'S SALON,5525 BLANCO ROAD 123,,SAN ANTONIO TX 78216,2103773959,06/29/2026,SHIRL'S CURL'S SALON,5525 BLANCO RD STE 123,,SAN ANTONIO TX 78216-6678,BEXAR,2103773959,CS,Y,-98.507494,29.50461
Full Service Establishment,642263,TARRANT,PERFECT CUTS,699 HARWOOD SUITE 600,,EULESS TX 76039,8175711257,10/31/2027,PERFECT CUTS,699 E HARWOOD RD STE 600,,EULESS TX 76039-3081,TARRANT,8175711257,CS,Y,-97.075772,32.850653
Full Service Establishment,642392,JEFFERSON,THE NAIL COTTAGE,3109 SABA LANE,,PORT NECHES TX 77651,4097223109,12/30/2027,THE NAIL COTTAGE,3109 SABA LN,,PORT NECHES TX 77651-5421,JEFFERSON,4097223109,CS,Y,-93.95438,29.954189
Full Service Establishment,642407,KERR,BARBARA'S HEAD TO TOE SALON,116 MORRIS RD,,KERRVILLE TX 78028,8303155802,11/30/2027,BARBARA'S HEAD TO TOE SALON,116 MORRIS RD,,KERRVILLE TX 78028-9262,KERR,8303155802,CS,Y,-99.149241,30.075312
Full Service Establishment,642422,GRAY,SONG'S SALON,1415 NORTH BANK,,PAMPA TX 79065,8066654343,07/20/2026,SONG'S SALON,1415 N BANKS ST,,PAMPA TX 79065-4107,GRAY,8066654343,CS,Y,-100.97343,35.55024
Full Service Establishment,642557,KLEBERG,YO YO'S HAIR & NAIL,800 S FM RD 1546,,RIVERA TX 78379,3614556964,09/21/2026,YO YO'S HAIR & NAIL,800 S FM 1546,,RIVIERA TX 78379-3572,KLEBERG,3614556964,CS,Y,-97.710508,27.306618
Full Service Establishment,642582,LIBERTY,DOUBLE CUTS & MORE,415 TEXAS AVE,,LIBERTY TX 77575,9363365270,10/10/2026,DOUBLE CUTS & MORE,415 TEXAS ST,,LIBERTY TX 77575-5962,LIBERTY,9363365270,CS,Y,-94.788608,30.060131
Full Service Establishment,642617,DALLAS,BECKY'S ROYAL BEAUTY PALACE,1024 S BECKLEY AVE,,DALLAS TX 75203-2810,2149424133,06/17/2026,BECKY'S ROYAL BEAUTY PALACE,4915 FOX HILL LN,,DALLAS TX 75232-1601,DALLAS,2149424133,CS,Y,-96.822447,32.735368
Full Service Establishment,642702,TAYLOR,SUE'S HAIR DESIGN,3701 N 14TH,,ABILENE TX 79603,3256732470,01/05/2028,SUE'S HAIR DESIGN,3701 N 14TH ST,,ABILENE TX 79603-4535,TAYLOR,3256732470,CS,Y,-99.769943,32.465161
Full Service Establishment,642721,DALLAS,VICKY'S UNISEX,418 SOUTH HAMPTON ROAD,,DALLAS TX 75208,2149429009,06/21/2026,VICKY'S UNISEX,3337 S EDELWEISS DR,,GRAND PRAIRIE TX 75052-6206,DALLAS,2149429009,CS,Y,-96.856148,32.742046
Full Service Establishment,642775,EL PASO,MARIA'S BEAUTY SALON,19206 GABY ROAD,BOX 191,TORNILLO TX 79853,9152223177,07/21/2026,MARIA'S BEAUTY SALON,PO BOX 393,,TORNILLO TX 79853-0393,EL PASO,9152223177,CS,Y,-106.08957,31.44245
Full Service Establishment,642935,HIDALGO,XPRESSIONS,502 WEST MC INTYRE,,EDINBURG TX 78539,9563803733,11/20/2026,XPRESSIONS,502 W MCINTYRE ST,,EDINBURG TX 78541-3232,HIDALGO,9563803733,CS,Y,-98.163577,26.301496
Full Service Establishment,642959,LUBBOCK,FOR YOUR HAIR ONLY,2627 26TH,,LUBBOCK TX 79410,8068312936,03/19/2028,FOR YOUR HAIR ONLY,305 81ST ST,,LUBBOCK TX 79404-6319,LUBBOCK,8068312936,CS,Y,-101.87481,33.57043
Full Service Establishment,642981,ARMSTRONG,HEAD QUARTERS FAMILY HAIR CARE,312 E 12TH,,CLAUDE TX 79019,8063410905,04/14/2026,HEAD QUARTERS FAMILY HAIR CARE,312 E 12TH ST,,CLAUDE TX 79019-3861,ARMSTRONG,8063410905,CS,Y,-101.36064,35.098
Full Service Establishment,643034,LUBBOCK,PROFILE HAIR SALON,6602 SLIDE ROAD,,LUBBOCK TX 79423,8067943063,02/28/2028,PROFILE HAIR SALON,6602 SLIDE RD UNIT 4,,LUBBOCK TX 79424-1512,LUBBOCK,8067943063,CS,Y,-101.923118,33.533296
Full Service Establishment,643059,SAN AUGUSTINE,GOODWIN COMMUNITY BEAUTY SHOP,FM 1277 APPROX 15 MILES FROM,US 96,SAN AUGUSTINE TX 75972,9362012922,06/23/2026,GOODWIN COMMUNITY BEAUTY SHOP,805 CARTWRIGHT ST,,SAN AUGUSTINE TX 75972-2621,SAN AUGUSTINE,9362012922,CS,Y,-93.996985,31.60005
Full Service Establishment,643068,TARRANT,SALON CHEVEUX,2900 HWY 121 SUITE 160,,BEDFORD TX 76021,8172837722,05/02/2028,SALON CHEVEUX,2900 HIGHWAY 121 STE 160,,BEDFORD TX 76021-4002,TARRANT,8172837722,CS,Y,-97.108202,32.852543
Full Service Establishment,643074,TRAVIS,JACKEE'S CENTER STAGE,1308 W ANDERSON LANE STE E,,AUSTIN TX 78757,5124533764,07/08/2026,JACKEE'S CENTER STAGE,1308 W ANDERSON LN STE E,,AUSTIN TX 78757-1467,TRAVIS,5124533764,CS,Y,-97.719434,30.351168
Full Service Establishment,643110,EL PASO,DANIEL BILSBARROW DESIGN,5411 N MESA 19 E,,EL PASO TX 79912,9155813555,08/20/2026,DANIEL BILSBARROW DESIGN,5411 N MESA ST STE 19E,,EL PASO TX 79912-5438,EL PASO,9155813555,CS,Y,-106.51758,31.81844
Full Service Establishment,643121,MCLENNAN,ST. CATHERINE CENTER SALON,300 WEST STATE HWY 6,,WACO TX 76712,2547618500,02/28/2028,ST. CATHERINE CENTER SALON,300 W STATE HIGHWAY 6,,WOODWAY TX 76712-4052,MCLENNAN,2547618500,CS,Y,-97.210441,31.519229
Full Service Establishment,643123,HARRIS,HAIR IMPRESSIONS,7719 HANFRO LANE,,HOUSTON TX 77088,2814473439,10/27/2027,HAIR IMPRESSIONS,7719 HANFRO LN,,HOUSTON TX 77088-6001,HARRIS,2814473439,CS,Y,-95.433123,29.871566
Full Service Establishment,643149,EL PASO,ECSTASY HAIR & NAIL SALON,8517 ALAMEDA,,EL PASO TX 79907,9158582157,02/12/2027,ECSTASY HAIR & NAIL SALON,8517 ALAMEDA AVE,,EL PASO TX 79907-6101,EL PASO,9158582157,CS,Y,-106.342479,31.704605
Full Service Establishment,643150,STARR,ISABEL'S BEAUTY SHOP,2168 EAST GRANT STREET,,ROMA TX 78584,9562313190,02/28/2028,ISABEL'S BEAUTY SHOP,1507 N GLADIATOR BLVD,,ROMA TX 78584-5539,STARR,9562313190,CS,Y,-98.986971,26.405216
Full Service Establishment,643196,HIDALGO,DESIGNER'S VISION SALON,2822 JANET DRIVE,,EDINBURG TX 78539,9564574460,06/27/2026,DESIGNER'S VISION SALON,2822 JANET DR,,EDINBURG TX 78541-2120,HIDALGO,9564574460,CS,Y,-98.191088,26.316942
Full Service Establishment,643237,HARRIS,ELIZ HAIR DESIGN,6008 SOUTH GESSNER,,HOUSTON TX 77036,7139956420,08/16/2025,ELIZ HAIR DESIGN,6008 S GESSNER RD,,HOUSTON TX 77036-2610,HARRIS,7139956420,CS,Y,-95.539495,29.71429
Full Service Establishment,643337,CAMERON,HAIR BY RIC,5409 N EXPWY 77,,BROWNSVILLE TX 78520,9563503146,10/04/2026,HAIR BY RIC,5409 N EXPRESSWAY,,BROWNSVILLE TX 78520-9432,CAMERON,9563503146,CS,Y,-97.521282,25.98483
Full Service Establishment,643343,DIMMIT,THE MANE IDEA,1004 PENA,,CARRIZO SPRINGS TX 78834,8308762213,03/31/2026,THE MANE IDEA,1004 PENA ST,,CARRIZO SPRINGS TX 78834-3700,DIMMIT,8308762213,CS,Y,-99.865088,28.523113
Full Service Establishment,643382,NACOGDOCHES,TERESA'S HAIR DESIGNS,10294 N FM 225,,CUSHING TX 75760,9363264460,04/04/2028,TERESA'S HAIR DESIGNS,10294 N FM 225,,CUSHING TX 75760-4502,NACOGDOCHES,9363264460,CS,Y,-94.8381,31.80276
Full Service Establishment,643398,ANGELINA,DIANNE'S CUT N UP,383 COOPER ROAD,,ZAVALLA TX 75980,9366768370,06/07/2026,DIANNE'S CUT N UP,383 COOPER RD,,ZAVALLA TX 75980-3401,ANGELINA,9366768370,CS,Y,-94.42075,31.15185
Full Service Establishment,643488,CALLAHAN,SANTA FE SALON,717 PRIVATE RD 6020,,CLYDE TX 79510,3258935666,03/31/2028,SANTA FE SALON,717 PRIVATE ROAD 6020,,CLYDE TX 79510-3633,CALLAHAN,3258935666,CS,Y,-99.504238,32.409009
Full Service Establishment,643534,HIDALGO,HAIR HEAVEN,714 E PIKE,,WESLACO TX 78596,9569691944,06/20/2027,HAIR HEAVEN,714 E PIKE BLVD,,WESLACO TX 78596-4922,HIDALGO,9569691944,CS,Y,-97.983781,26.169855
Full Service Establishment,643588,MONTGOMERY,THE WOODLANDS BEAUTY SHOP,27210 GLENLOCH DRIVE,,THE WOODLANDS TX 77381,2813648023,09/18/2027,THE WOODLANDS BEAUTY SHOP,27210 GLEN LOCH DR,,THE WOODLANDS TX 77381-2952,MONTGOMERY,2813648023,CS,Y,-95.459602,30.177161
Full Service Establishment,643628,BURNET,HAIR MAGICIAN,801 N WATER,,BURNET TX 78611,5127566057,04/30/2026,HAIR MAGICIAN,801 N WATER ST,,BURNET TX 78611-1725,BURNET,5127566057,CS,Y,-98.230429,30.766104
Full Service Establishment,643642,BROWN,LOOKING GOOD,2015 COGGIN AVENUE,,BROWNWOOD TX 76801,3256427680,01/26/2027,LOOKING GOOD,117 MEADOW GLEN DR,,EARLY TX 76802-2513,BROWN,3256427680,CS,Y,-98.98645,31.70208
Full Service Establishment,643651,BAILEY,COUNTRY CUTTER,1450 FM 145,,MULESHOE TX 79347,8069256767,06/25/2026,COUNTRY CUTTER,1450 FM 145,,MULESHOE TX 79347-3748,BAILEY,8069256767,CS,Y,-102.78953,34.37934
Full Service Establishment,643678,ORANGE,BRIDGE CITY HAIR EXPRESS,2094 TEXAS AVENUE,,BRIDGE CITY TX 77611,4097352308,04/30/2026,BRIDGE CITY HAIR EXPRESS,306 LINDA AVE,,BRIDGE CITY TX 77611-3312,ORANGE,4097352308,CS,Y,-93.831262,30.034713
Full Service Establishment,643709,HARRIS,2000 CUTS SALON,1745 HOLLISTER ROAD,,HOUSTON TX 77080,7134658953,01/04/2026,2000 CUTS SALON,1745 HOLLISTER ST,,HOUSTON TX 77055-3126,HARRIS,7134658953,CS,Y,-95.506644,29.802709
Full Service Establishment,643755,WEBB,SUZI'S HAIR STUDIO,916 E OLIVE STREET,,LAREDO TX 78041,9567258844,05/04/2027,SUZI'S HAIR STUDIO,916 E OLIVE ST,,LAREDO TX 78041-5814,WEBB,9567258844,CS,Y,-99.486975,27.531733
Full Service Establishment,643776,CAMERON,ARMAND'S HAIR SALON,712 N 77 SUNSHINE STRIP #10,,HARLINGEN TX 78550,9564254761,05/31/2026,ARMAND'S HAIR SALON,712 N 77 SUNSHINE STRIP STE 10,,HARLINGEN TX 78550-8897,CAMERON,9564254761,CS,Y,-97.679794,26.199605
Full Service Establishment,643778,HARRIS,LUCY'S MIRACLE HAIR SALON,8624 S BRAESWOOD,,HOUSTON TX 77031,7137768075,09/13/2025,LUCY'S MIRACLE HAIR SALON,12007 ORCHARD CT,,STAFFORD TX 77477-1676,HARRIS,7137768075,CS,Y,-95.529335,29.672416
Full Service Establishment,643799,CAMERON,MACIAS HAIR BOUTIQUE,484 JOSE MARTI BLVD,,BROWNSVILLE TX 78521,9562958790,06/08/2026,MACIAS HAIR BOUTIQUE,484 JOSE MARTI BLVD,,BROWNSVILLE TX 78526-1713,CAMERON,9562958790,CS,Y,-97.49963,25.95283
Full Service Establishment,643841,HARRIS,ESTILO 2000,1906 ANTOINE,,HOUSTON TX 77055,7132982929,07/19/2027,ESTILO 2000,1906 ANTOINE DR,,HOUSTON TX 77055-1804,HARRIS,7132982929,CS,Y,-95.475221,29.804851
Full Service Establishment,643936,DALLAS,MARAQUECH BEAUTY SALON,903 W JEFFERSON,,DALLAS TX 75208,2145625151,05/31/2026,MARAQUECH BEAUTY SALON,809 MELBA ST,,DALLAS TX 75208-4914,DALLAS,2145625151,CS,Y,-96.837893,32.743449
Full Service Establishment,643950,EL PASO,TINA'S FAMILY HAIR CENTER,10710 GATEWAY NORTH A 4,,EL PASO TX 79924,9157551107,06/10/2026,TINA'S FAMILY HAIR CENTER,10710 GATEWAY BLVD N STE A6,,EL PASO TX 79924-1740,EL PASO,9157551107,CS,Y,-106.437784,31.92241
Full Service Establishment,643999,DALLAS,DIVA SALON,4002 BELTLINE RD STE 210,,ADDISON TX 75001,9723853482,06/30/2026,DIVA SALON,4002 BELT LINE RD STE 210,,ADDISON TX 75001-4362,DALLAS,9723853482,CS,Y,-96.85306,32.934658
Full Service Establishment,644005,HOPKINS,THE HAIRPORT & BOUTIQUE,CORNER OF BLINKER & PLANO ST,,SULPHUR SPRINGS TX 75482,9038854091,10/11/2026,THE HAIRPORT & BOUTIQUE,504 PLANO ST,,SULPHUR SPRINGS TX 75482-4632,HOPKINS,9038854091,CS,Y,-95.605359,33.117773
Full Service Establishment,644018,WEBB,BEAUTY SHOP,1417 SANCHEZ,,LAREDO TX 78040,9567239474,08/21/2026,BEAUTY SHOP,1417 SANCHEZ ST,,LAREDO TX 78040-6738,WEBB,9567239474,CS,Y,-99.510034,27.516057
Full Service Establishment,644040,FREESTONE,REBA'S RAGTOPS SALON,FM 27 9 MILES WEST OF,FAIRFIELD & 7 MILES EAST,KIRVIN TX 75840,9035993971,07/30/2026,REBA'S RAGTOPS SALON,1014 FM 27 W,,STREETMAN TX 75859-5275,FREESTONE,9035993971,CS,Y,-96.182312,31.751029
Full Service Establishment,644189,UVALDE,HAIR CREATIONS,211 E RHEINER,,SABINAL TX 78881,8309882570,06/30/2026,HAIR CREATIONS,PO BOX 572,,SABINAL TX 78881-0572,UVALDE,8309882570,CS,Y,-99.465032,29.321022
Full Service Establishment,644213,CAMERON,THE HAIR GALLERY,829 W PRICE ROAD,,BROWNSVILLE TX 78520,9564596235,01/19/2028,THE HAIR GALLERY,829 W PRICE RD,,BROWNSVILLE TX 78520-8701,CAMERON,9564596235,CS,Y,-97.508809,25.937702
Full Service Establishment,644313,HARRIS,HAIR CARE EXPRESSIONS,11410 LOUETTA RD #C,,HOUSTON TX 77070,8325529020,07/22/2027,HAIR CARE EXPRESSIONS,11414 PARKRIVER DR,,HOUSTON TX 77070-2587,HARRIS,8325529020,CS,Y,-95.590469,29.997142
Full Service Establishment,644347,GAINES,TANGLES SALON,107 SW AVENUE B,,SEMINOLE TX 79360,9157582972,07/31/2026,TANGLES SALON,602 SW 12TH ST,,SEMINOLE TX 79360-4612,GAINES,9157582972,CS,Y,-102.645503,32.717769
Full Service Establishment,644351,TARRANT,WORTH IT,5600 A WICHITA,,FORT WORTH TX 76119,8175359623,08/19/2026,WORTH IT,3705 ROYAL CREST DR,,FORT WORTH TX 76140-2716,TARRANT,8175359623,CS,Y,-97.280464,32.678332
Full Service Establishment,644430,POLK,IDA'S HAIR FASHION #2,11019 HWY 59 NORTH,,LEGGETT TX 77350,7134445096,09/25/2025,IDA'S HAIR FASHION #2,11019 HWY 59 NOTTH,,LEGGETT TX 77350,POLK,7134445096,CS,Y,-97.72089,33.660516
Full Service Establishment,644474,EL PASO,HEAD HUNTERS CUTTERY,9477 C DYER,,EL PASO TX 79924,9157042093,10/25/2024,HEAD HUNTERS CUTTERY,9477 DYER ST STE C,,EL PASO TX 79924-6421,EL PASO,9157042093,CS,Y,-106.41903,31.87555
Full Service Establishment,644534,LUBBOCK,TALK OF THE TOWN HAIR SALON,510 EAST 23RD,,LUBBOCK TX 79404,8067622871,04/17/2027,TALK OF THE TOWN HAIR SALON,510 E 23RD ST,,LUBBOCK TX 79404-1102,LUBBOCK,8067622871,CS,Y,-101.830329,33.574142
Full Service Establishment,644565,WILBARGER,DEBBIE'S CUSTOM CUTS,1703 TURNER,,VERNON TX 76384,9405522887,05/21/2027,DEBBIE'S CUSTOM CUTS,1703 TURNER ST,,VERNON TX 76384-4561,WILBARGER,9405522887,CS,Y,-99.2932,34.1535
Full Service Establishment,644568,DALLAS,TIJERINA'S BEAUTY SALON,919 S HAMPTON,,DALLAS TX 75208,2149411895,08/31/2026,TIJERINA'S BEAUTY SALON,919 S HAMPTON RD,,DALLAS TX 75208-7824,DALLAS,2149411895,CS,Y,-96.857123,32.736487
Full Service Establishment,644579,BEXAR,HAIR ON THE GO 1,1713 CASTROVILLE ROAD,,SAN ANTONIO TX 78237,2104310567,09/25/2026,HAIR ON THE GO 1,1713 CASTROVILLE RD,,SAN ANTONIO TX 78237-3657,BEXAR,2104310567,CS,Y,-98.563192,29.414715
Full Service Establishment,644597,FRIO,HAIR TRENDS,215 N ASH STREET,,PEARSALL TX 78061,8303345646,10/09/2026,HAIR TRENDS,PO BOX 1295,,PEARSALL TX 78061-1295,FRIO,8303345646,CS,Y,-99.093971,28.893405
Full Service Establishment,644720,SMITH,GRISELDA'S BEAUTY SALON,2714 WEST ERWIN,,TYLER TX 75702,9035938188,12/04/2026,GRISELDA'S BEAUTY SALON,2714 W ERWIN ST,,TYLER TX 75702-6619,SMITH,9035938188,CS,Y,-95.330805,32.350235
Full Service Establishment,644762,CAMERON,ANA'S BEAUTY SALON,8301 W BUSINESS 83,,HARLINGEN TX 78552,9564289525,10/03/2026,ANA'S BEAUTY SALON,8301 W BUSINESS 83,,HARLINGEN TX 78552-3851,CAMERON,9564289525,CS,Y,-97.76863,26.17496
Full Service Establishment,644810,GONZALES,PAT'S BEAUTY PARLOUR,205 SOUTH LOWERY AVENUE,,NIXON TX 78140,8304330689,09/30/2026,PAT'S BEAUTY PARLOUR,205 S LOWERY AVE,,NIXON TX 78140-3051,GONZALES,8304330689,CS,Y,-97.75579,29.26903
Full Service Establishment,644824,HARRIS,VERSALLES BEAUTY SALON 1,5711 FONDREN,,HOUSTON TX 77036,7139742427,10/07/2026,VERSALLES BEAUTY SALON 1,27111 MEADOW SAGE CT,,CYPRESS TX 77433-7673,HARRIS,7139742427,CS,Y,-95.519455,29.71861
Full Service Establishment,644943,TARRANT,THE HAIR CO. OF MANSFIELD,201 NORTH WALNUT CREEK DRIVE,,MANSFIELD TX 76063,8174730703,09/30/2026,THE HAIR CO. OF MANSFIELD,201 N WALNUT CREEK DR,,MANSFIELD TX 76063-1754,TARRANT,8174730703,CS,Y,-97.13598,32.565415
Full Service Establishment,644956,NUECES,CLIPPERS HAIR DESIGN,5301 EVERHART SUITE J,,CORPUS CHRISTI TX 78411,3616580090,09/30/2026,CLIPPERS HAIR DESIGN,5301 EVERHART RD STE J,,CORPUS CHRISTI TX 78411-4841,NUECES,3616580090,CS,Y,-97.38708,27.711878
Full Service Establishment,645031,DALLAS,IMPRESSIONS HAIR DESIGN,2117 WEST AIRPORT FRWY STE 34,,IRVING TX 75062,8174803012,10/31/2026,IMPRESSIONS HAIR DESIGN,2117 W AIRPORT FWY STE 34,,IRVING TX 75062-6070,DALLAS,8174803012,CS,Y,-96.974083,32.838198
Full Service Establishment,645087,HIDALGO,SALON,620 NORTH CLOSNER,,EDINBURG TX 78539,9564570329,10/31/2026,SALON,620 N CLOSNER BLVD,,EDINBURG TX 78541-3474,HIDALGO,9564570329,CS,Y,-98.161178,26.306765
Full Service Establishment,645099,WASHINGTON,STRANDS,TOWARDS SOMERVILLE FROM,BRENHAM ON HWY 36 N,BRENHAM TX 77833,9798301719,10/31/2026,STRANDS,6095 HIGHWAY 36 N,,BRENHAM TX 77833-7350,WASHINGTON,9798301719,CS,Y,-96.396089,30.167096
Full Service Establishment,645120,HARRIS,S & S HAIRWORKS,405 EAST NASA ROAD 1,,WEBSTER TX 77598,2817727401,03/13/2027,S & S HAIRWORKS,405 E NASA PKWY,,WEBSTER TX 77598-5314,HARRIS,2817727401,CS,Y,-95.11504,29.54034
Full Service Establishment,645138,BEXAR,FAMILY HAIR CUTS SALON,12280 HWY 16 SOUTH,,SAN ANTONIO TX 78221,2102793740,10/31/2026,FAMILY HAIR CUTS SALON,12280 STATE HIGHWAY 16 S,,SAN ANTONIO TX 78224-3094,BEXAR,2102793740,CS,Y,-98.554835,29.296563
Full Service Establishment,645140,DALLAS,BAMBI UNISEX BEAUTY SALON,1780 W IRVING BLVD,,IRVING TX 75061,9722549755,04/13/2026,BAMBI UNISEX BEAUTY SALON,3206 FALLS DR,,DALLAS TX 75211-8827,DALLAS,9722549755,CS,Y,-96.96893,32.82324
Full Service Establishment,645191,MEDINA,A CUT ABOVE,1705 20TH,,HONDO TX 78861,8304268301,10/31/2026,A CUT ABOVE,1705 20TH ST,,HONDO TX 78861-2300,MEDINA,8304268301,CS,Y,-99.148525,29.346077
Full Service Establishment,645208,HARRIS,SPLASH HAIR DESIGNS,17022 HWY 3,,WEBSTER TX 77598,8323300680,10/08/2026,SPLASH HAIR DESIGNS,4306 N COOK CIR,,LEAGUE CITY TX 77573-4737,HARRIS,8323300680,CS,Y,-95.12662,29.54607
Full Service Establishment,645222,ANDERSON,T & G HAIRCUTTING CO.,6031 N LOOP 256,,PALESTINE TX 75801,9037290318,11/11/2026,T & G HAIRCUTTING CO.,6031 N LOOP 256,,PALESTINE TX 75801-4801,ANDERSON,9037290318,CS,Y,-95.607236,31.767297
Full Service Establishment,645223,WARD,SINDY'S HAIR FASHIONS,310 SOUTH BRUCE,,MONAHANS TX 79756,4329403182,06/06/2027,SINDY'S HAIR FASHIONS,310 S BRUCE AVE,,MONAHANS TX 79756-4327,WARD,4329403182,CS,Y,-102.889882,31.59272
Full Service Establishment,645275,HIDALGO,JEANNIE'S NEWBY CLASSEY STYLES,100 E TAMARACK,,MC ALLEN TX 78501,9562126776,09/04/2026,JEANNIE'S NEWBY CLASSEY STYLES,PO BOX 6864,,MCALLEN TX 78502-6864,HIDALGO,9562126776,CS,Y,-98.215696,26.219221
Full Service Establishment,645309,CAMERON,EUNICE HAIR STUDIO,6 EAST ELIZABETH,,BROWNSVILLE TX 78520,9565437228,02/19/2027,EUNICE HAIR STUDIO,6 E ELIZABETH ST,,BROWNSVILLE TX 78520-5454,CAMERON,9565437228,CS,Y,-97.50678,25.90902
Full Service Establishment,645319,STARR,MARBELLA'S HAIR CENTER,190 ELI STREET,,ROMA TX 78584,9568491754,01/11/2027,MARBELLA'S HAIR CENTER,PO BOX 1412,,ROMA TX 78584-1412,STARR,9568491754,CS,Y,-98.96962,26.41049
Full Service Establishment,645381,FORT BEND,HAIR STYLES BY DONNA,16135 HWY 36,[FBKM 720M],NEEDVILLE TX 77461,9797934290,12/16/2026,HAIR STYLES BY DONNA,16135 HIGHWAY 36,,NEEDVILLE TX 77461-7141,FORT BEND,9797934290,CS,Y,-95.80535,29.37279
Full Service Establishment,645390,RUNNELS,THE HAIR STOP,502 MAIN STREET,,ROWENA TX 76875,3253157672,12/02/2026,THE HAIR STOP,502 MAIN ST,,ROWENA TX 76875-2604,RUNNELS,3253157672,CS,Y,-100.048921,31.647069
Full Service Establishment,645402,FANNIN,CLIPPIN POST,103 DENISON STREET,,BONHAM TX 75418,9035837711,01/12/2027,CLIPPIN POST,103 E DENISON AVE,,BONHAM TX 75418-2647,FANNIN,9035837711,CS,Y,-96.178414,33.592674
Full Service Establishment,645527,BEXAR,LINDA'S BEAUTY SHOP,2502 STEVES,,SAN ANTONIO TX 78210,2104224712,12/31/2024,LINDA'S BEAUTY SHOP,2502 STEVES AVE,,SAN ANTONIO TX 78210-5507,BEXAR,2104224712,CS,Y,-98.450232,29.390458
Full Service Establishment,645539,CAMERON,CUT & CURL BY IRENE,515 W JEFFERSON STREET,,BROWNSVILLE TX 78520,9565418211,12/31/2026,CUT & CURL BY IRENE,515 W JEFFERSON ST,,BROWNSVILLE TX 78520-6333,CAMERON,9565418211,CS,Y,-97.508751,25.91452
Full Service Establishment,645547,BELL,C.C. BEAUTY SHOP,310 NORTH FORT HOOD ROAD,,KILLEEN TX 76541,2546288884,04/27/2028,C.C. BEAUTY SHOP,310 N FORT HOOD ST,,KILLEEN TX 76541-5026,BELL,2546288884,CS,Y,-97.741212,31.12377
Full Service Establishment,645573,GRAYSON,LANA'S SALON,4610 TEXOMA PARK,,DENISON TX 75020,9034650007,02/04/2027,LANA'S SALON,1221 W BOND ST,,DENISON TX 75020-1801,GRAYSON,9034650007,CS,Y,-96.568161,33.706133
Full Service Establishment,645575,MONTAGUE,MAGIC MIRROR SALON,106 COOKE STREET,,NOCONA TX 76255,9408412255,12/31/2026,MAGIC MIRROR SALON,300 HOBSON ST,,NOCONA TX 76255-3242,MONTAGUE,9408412255,CS,Y,-97.725529,33.788588
Full Service Establishment,645578,RUSK,STYLELISTIC BEAUTY SALON,603 OLIVER STREET,,HENDERSON TX 75652,9036573669,02/16/2027,STYLELISTIC BEAUTY SALON,603 OLIVER ST,,HENDERSON TX 75652-6121,RUSK,9036573669,CS,Y,-94.78367,32.159691
Full Service Establishment,645580,ELLIS,TELVIS HAIR DESIGN,106 W CROCKETT,,ENNIS TX 75119,4692866423,12/31/2026,TELVIS HAIR DESIGN,1506 S OAK GROVE RD,,ENNIS TX 75119-6623,ELLIS,4692866423,CS,Y,-96.626579,32.326085
Full Service Establishment,645608,HARRIS,HAIR STYLES OF HOUSTON,932 N WILCREST,,HOUSTON TX 77079,7134684613,01/27/2027,HAIR STYLES OF HOUSTON,932 N WILCREST DR,,HOUSTON TX 77079-3504,HARRIS,7134684613,CS,Y,-95.575023,29.78295
